"control_S0_L001_quant","control_S64_L001_quant","control_S40_L001_quant","case_S110_L001_quant","case_S65_L001_quant","case_S52_L001_quant"
"ENSG00000257395.1",1,0,0,0,0,0
"ENSG00000257398.8",0,0,0,0,0,0
"ENSG00000257400.1",0,0,0,0,0,0
"ENSG00000257402.2",0,0,0,0,0,0
"ENSG00000257403.2",1,0,0,0,0,0
"ENSG00000257404.1",0,0,0,0,0,0
"ENSG00000257405.1",0,0,0,0,0,0
"ENSG00000257407.1",0,0,0,0,0,0
"ENSG00000257408.2",0,0,0,0,0,0
"ENSG00000257410.1",0,0,0,0,0,0
"ENSG00000257411.2",0,0,0,0,0,0
"ENSG00000257414.1",0,0,0,0,0,0
"ENSG00000257415.1",0,0,0,0,0,0
"ENSG00000257426.1",0,0,0,0,0,0
"ENSG00000257429.1",0,0,0,0,0,0
"ENSG00000257431.1",0,0,3,0,3,2
"ENSG00000257432.1",0,0,0,0,0,0
"ENSG00000257433.7",3,7,0,4,12,18
"ENSG00000257434.1",0,0,0,0,0,0
"ENSG00000257435.1",0,0,0,0,0,0
"ENSG00000257438.1",0,1,0,0,0,0
"ENSG00000257443.2",1,0,0,0,0,0
"ENSG00000257444.1",0,0,0,0,0,0
"ENSG00000257446.4",4,8,3,1,8,15
"ENSG00000257449.1",0,0,0,0,0,0
"ENSG00000257452.1",0,1,0,1,0,0
"ENSG00000257453.1",1,1,0,0,0,0
"ENSG00000257454.1",0,0,0,0,0,0
"ENSG00000257456.1",0,0,0,0,0,0
"ENSG00000257458.1",0,0,0,0,0,1
"ENSG00000257464.1",0,0,0,0,0,0
"ENSG00000257465.2",0,0,0,0,0,0
"ENSG00000257467.6",0,0,0,0,0,0
"ENSG00000257470.2",0,0,0,0,0,0
"ENSG00000257472.1",0,0,0,0,0,0
"ENSG00000257474.5",2,0,0,1,3,0
"ENSG00000257475.2",8,5,2,0,9,4
"ENSG00000257476.1",0,0,0,0,0,0
"ENSG00000257477.1",0,0,0,0,0,0
"ENSG00000257480.1",0,0,0,0,0,0
"ENSG00000257488.5",0,0,0,0,0,0
"ENSG00000257489.6",3,4,3,9,5,2
"ENSG00000257493.1",0,0,0,0,1,0
"ENSG00000257494.1",0,0,0,0,1,0
"ENSG00000257495.5",0,0,0,0,1,1
"ENSG00000257496.2",0,0,0,0,0,0
"ENSG00000257497.2",61,66,43,89,98,56
"ENSG00000257500.1",0,0,0,0,0,0
"ENSG00000257501.7",0,0,0,0,0,0
"ENSG00000257503.1",0,0,0,0,0,0
"ENSG00000257504.1",0,0,0,0,0,0
"ENSG00000257506.1",0,0,0,0,0,0
"ENSG00000257507.1",0,0,0,0,0,0
"ENSG00000257509.1",3,3,6,2,2,9
"ENSG00000257510.2",0,0,0,0,0,0
"ENSG00000257511.1",15,18,15,9,26,8
"ENSG00000257512.1",38,14,13,13,32,16
"ENSG00000257513.7",1,3,0,0,0,1
"ENSG00000257514.5",0,0,0,0,0,0
"ENSG00000257515.1",0,0,0,0,0,0
"ENSG00000257517.1",0,0,0,0,0,0
"ENSG00000257519.1",0,0,0,0,0,0
"ENSG00000257520.2",0,0,0,4,0,0
"ENSG00000257522.7",0,0,0,0,0,0
"ENSG00000257523.3",0,0,0,0,0,0
"ENSG00000257524.6",95,187,304,18,379,269
"ENSG00000257526.2",0,0,0,2,2,0
"ENSG00000257527.1",9,0,17,18,18,18
"ENSG00000257528.1",0,0,0,0,0,0
"ENSG00000257529.5",120,0,0,0,65,0
"ENSG00000257530.1",0,0,0,0,0,0
"ENSG00000257531.2",0,3,3,1,8,4
"ENSG00000257534.1",0,0,0,0,1,0
"ENSG00000257539.2",0,0,0,1,0,2
"ENSG00000257541.1",0,0,0,0,0,0
"ENSG00000257542.5",0,0,0,0,3,0
"ENSG00000257543.1",3,3,0,1,0,2
"ENSG00000257545.5",3,0,0,0,0,0
"ENSG00000257548.1",0,0,0,0,0,0
"ENSG00000257550.2",0,0,0,0,0,3
"ENSG00000257551.1",0,0,0,0,0,0
"ENSG00000257553.1",1,0,0,2,0,0
"ENSG00000257556.3",9,4,10,15,3,23
"ENSG00000257557.2",45,61,76,26,35,92
"ENSG00000257558.2",0,0,0,0,0,0
"ENSG00000257564.1",0,0,1,0,0,0
"ENSG00000257568.1",1,0,0,0,1,0
"ENSG00000257569.1",0,0,0,0,0,0
"ENSG00000257570.1",0,0,0,0,0,0
"ENSG00000257572.1",0,0,0,0,0,0
"ENSG00000257576.1",2,0,0,3,0,0
"ENSG00000257579.1",0,0,0,0,0,0
"ENSG00000257580.1",0,0,0,0,0,0
"ENSG00000257582.5",0,0,0,0,0,0
"ENSG00000257585.1",0,0,0,0,0,0
"ENSG00000257586.1",0,0,0,0,0,0
"ENSG00000257587.1",0,0,0,0,0,0
"ENSG00000257588.1",0,0,1,5,9,5
"ENSG00000257591.6",0,0,0,0,0,2
"ENSG00000257594.4",1648,1108,1134,840,1560,1027
"ENSG00000257595.3",9,0,1,1,0,3
"ENSG00000257596.1",0,2,0,0,0,3
"ENSG00000257599.4",0,0,1,0,2,2
"ENSG00000257603.1",0,0,0,0,0,0
"ENSG00000257604.1",0,0,0,0,0,1
"ENSG00000257605.3",2,7,6,6,5,4
"ENSG00000257607.1",3,1,0,2,0,0
"ENSG00000257609.1",0,0,0,0,0,0
"ENSG00000257611.1",0,0,0,0,0,0
"ENSG00000257612.2",0,0,0,0,0,0
"ENSG00000257614.1",0,0,0,0,0,0
"ENSG00000257616.1",0,0,0,0,0,0
"ENSG00000257621.9",680,577,664,739,656,781
"ENSG00000257622.1",0,0,0,0,0,0
"ENSG00000257624.1",0,0,0,0,0,0
"ENSG00000257629.1",0,0,0,0,0,0
"ENSG00000257634.1",0,0,0,0,0,0
"ENSG00000257635.2",0,0,0,0,0,0
"ENSG00000257636.6",0,1,0,10,16,21
"ENSG00000257639.1",0,0,0,0,0,1
"ENSG00000257642.1",0,0,0,0,1,0
"ENSG00000257643.1",0,0,0,0,0,0
"ENSG00000257644.1",0,0,0,0,0,0
"ENSG00000257645.1",0,0,0,0,0,0
"ENSG00000257647.1",0,0,0,0,0,0
"ENSG00000257648.1",0,0,0,0,0,0
"ENSG00000257649.1",0,0,0,0,0,0
"ENSG00000257653.1",0,0,0,0,0,0
"ENSG00000257654.1",0,0,0,0,0,0
"ENSG00000257657.3",0,0,0,0,0,0
"ENSG00000257658.1",0,0,0,0,0,0
"ENSG00000257660.5",4,7,7,1,6,8
"ENSG00000257662.1",0,0,0,0,0,0
"ENSG00000257663.1",6,0,0,1,0,0
"ENSG00000257664.1",0,0,0,0,0,0
"ENSG00000257666.1",0,0,0,0,1,0
"ENSG00000257668.1",0,0,0,0,0,0
"ENSG00000257671.1",9,11,2,35,116,43
"ENSG00000257672.2",0,0,0,0,0,0
"ENSG00000257674.1",0,0,0,0,0,0
"ENSG00000257675.1",0,0,0,1,0,2
"ENSG00000257677.2",0,0,1,0,0,0
"ENSG00000257680.1",0,0,0,0,0,0
"ENSG00000257681.1",9,9,4,10,5,11
"ENSG00000257682.1",0,0,0,0,0,0
"ENSG00000257683.1",0,0,0,0,0,0
"ENSG00000257687.1",0,0,0,0,0,0
"ENSG00000257691.2",0,0,0,0,0,1
"ENSG00000257696.1",0,0,0,0,0,0
"ENSG00000257698.3",2,6,10,12,8,26
"ENSG00000257700.1",0,0,0,0,0,0
"ENSG00000257702.4",81,54,54,147,67,70
"ENSG00000257703.6",0,0,0,0,0,0
"ENSG00000257704.4",36,43,41,77,42,63
"ENSG00000257711.2",0,1,0,0,1,1
"ENSG00000257715.1",0,0,0,0,0,0
"ENSG00000257718.1",0,0,0,0,0,0
"ENSG00000257720.1",0,0,0,0,0,0
"ENSG00000257721.1",0,0,0,0,0,0
"ENSG00000257723.1",0,0,0,0,0,0
"ENSG00000257725.1",0,0,0,0,0,0
"ENSG00000257726.1",0,0,0,0,0,0
"ENSG00000257727.6",1474,1394,1685,1901,1874,1389
"ENSG00000257729.2",0,0,0,0,0,0
"ENSG00000257730.1",0,0,0,0,0,0
"ENSG00000257731.2",0,0,0,0,0,0
"ENSG00000257732.1",3,0,0,0,0,0
"ENSG00000257735.1",0,0,0,0,0,0
"ENSG00000257737.1",0,0,0,0,0,0
"ENSG00000257738.2",0,0,0,0,0,0
"ENSG00000257740.1",0,1,3,0,4,3
"ENSG00000257741.6",0,0,0,0,0,0
"ENSG00000257743.9",32,8,15,15,54,16
"ENSG00000257746.2",0,0,0,0,0,2
"ENSG00000257747.2",0,0,0,0,0,0
"ENSG00000257748.2",0,0,0,0,0,0
"ENSG00000257750.2",0,0,0,0,0,0
"ENSG00000257751.2",0,0,0,0,0,0
"ENSG00000257752.1",0,0,0,0,0,0
"ENSG00000257754.1",0,0,0,0,0,0
"ENSG00000257756.6",0,0,0,0,0,0
"ENSG00000257757.1",0,0,0,0,0,0
"ENSG00000257758.1",0,0,4,2,0,1
"ENSG00000257759.2",0,0,0,0,1,3
"ENSG00000257761.3",1,0,1,0,2,4
"ENSG00000257762.6",0,0,0,0,0,0
"ENSG00000257763.1",0,0,0,0,0,1
"ENSG00000257764.2",155,757,561,56,1147,1897
"ENSG00000257766.1",0,0,0,0,0,0
"ENSG00000257767.3",3,0,0,0,4,0
"ENSG00000257769.1",0,0,0,0,0,0
"ENSG00000257771.6",0,0,1,0,0,2
"ENSG00000257773.1",1,0,0,0,0,0
"ENSG00000257777.1",0,0,0,0,0,1
"ENSG00000257779.1",0,0,0,0,0,0
"ENSG00000257780.5",0,0,0,0,0,0
"ENSG00000257781.1",0,0,0,0,0,0
"ENSG00000257784.2",0,0,0,0,0,0
"ENSG00000257786.1",0,0,0,0,0,0
"ENSG00000257787.2",0,0,0,0,0,0
"ENSG00000257790.1",4,0,2,1,2,0
"ENSG00000257792.1",0,0,0,0,0,0
"ENSG00000257797.1",0,0,0,0,0,0
"ENSG00000257800.1",16,12,3,0,12,4
"ENSG00000257802.1",2,4,3,1,6,16
"ENSG00000257803.2",2,5,3,1,4,8
"ENSG00000257807.1",0,0,0,0,0,0
"ENSG00000257808.1",0,0,0,0,0,0
"ENSG00000257809.1",0,0,0,0,2,0
"ENSG00000257813.2",1,0,0,0,0,0
"ENSG00000257815.8",82,85,94,15,92,78
"ENSG00000257817.2",0,1,1,1,0,0
"ENSG00000257818.1",3,3,0,4,2,1
"ENSG00000257820.1",0,0,0,0,0,0
"ENSG00000257823.1",0,0,0,0,0,0
"ENSG00000257824.1",0,0,0,0,0,0
"ENSG00000257825.1",0,0,0,0,0,0
"ENSG00000257826.1",0,0,0,0,0,0
"ENSG00000257829.1",0,1,0,0,0,0
"ENSG00000257830.1",0,0,0,0,0,0
"ENSG00000257831.1",55,77,66,17,32,65
"ENSG00000257835.2",0,0,0,0,0,0
"ENSG00000257837.1",0,0,0,0,0,0
"ENSG00000257838.5",0,0,0,0,0,1
"ENSG00000257839.1",1,1,3,2,4,12
"ENSG00000257842.6",0,2,0,0,0,1
"ENSG00000257844.2",0,0,0,0,0,0
"ENSG00000257845.1",0,0,0,0,0,0
"ENSG00000257846.2",1,0,0,1,0,0
"ENSG00000257847.1",0,0,1,0,0,0
"ENSG00000257848.1",0,0,0,0,0,0
"ENSG00000257849.1",0,0,0,0,0,0
"ENSG00000257851.2",0,0,0,0,0,0
"ENSG00000257852.1",0,0,0,0,0,0
"ENSG00000257853.2",0,0,0,0,0,0
"ENSG00000257855.1",0,0,0,0,0,0
"ENSG00000257858.1",0,0,0,0,0,0
"ENSG00000257859.2",0,0,0,0,0,1
"ENSG00000257860.6",0,0,0,0,0,0
"ENSG00000257863.1",0,0,0,0,0,0
"ENSG00000257864.1",0,1,0,0,0,0
"ENSG00000257865.1",0,0,0,0,0,0
"ENSG00000257869.1",0,0,1,0,0,1
"ENSG00000257870.1",0,0,0,0,0,0
"ENSG00000257872.1",0,0,0,0,0,0
"ENSG00000257875.1",0,0,0,0,0,0
"ENSG00000257878.2",0,0,1,1,0,0
"ENSG00000257879.1",0,0,0,0,0,0
"ENSG00000257880.1",0,0,2,0,0,0
"ENSG00000257883.1",0,0,0,1,0,0
"ENSG00000257884.2",0,0,0,0,0,0
"ENSG00000257885.1",0,0,0,0,0,0
"ENSG00000257890.1",0,0,0,0,0,0
"ENSG00000257891.1",0,0,0,0,0,0
"ENSG00000257893.3",2,0,0,0,2,5
"ENSG00000257894.2",8,17,20,3,30,32
"ENSG00000257896.1",1,0,0,0,0,2
"ENSG00000257897.1",0,0,0,0,0,0
"ENSG00000257900.2",16,14,4,41,30,39
"ENSG00000257904.1",0,0,0,0,0,0
"ENSG00000257905.1",2,1,0,0,2,1
"ENSG00000257906.3",3,1,0,0,1,0
"ENSG00000257907.2",219,125,116,531,407,435
"ENSG00000257910.1",0,0,0,0,0,0
"ENSG00000257912.1",0,0,0,0,0,0
"ENSG00000257913.3",8,37,34,62,25,13
"ENSG00000257915.1",0,0,0,0,0,0
"ENSG00000257918.1",0,0,0,0,0,0
"ENSG00000257920.1",0,0,0,0,0,0
"ENSG00000257921.6",3,0,20,66,53,0
"ENSG00000257923.12",907,833,705,1611,657,569
"ENSG00000257924.1",0,0,0,1,0,0
"ENSG00000257925.1",0,2,0,3,2,6
"ENSG00000257927.1",0,0,0,0,0,0
"ENSG00000257932.1",0,0,0,0,2,0
"ENSG00000257935.3",0,0,1,0,0,0
"ENSG00000257940.1",0,0,0,0,0,0
"ENSG00000257941.1",0,0,0,0,0,1
"ENSG00000257943.2",0,0,0,0,0,0
"ENSG00000257947.1",0,0,0,0,0,0
"ENSG00000257948.2",0,0,0,0,0,0
"ENSG00000257949.7",844,484,248,379,519,427
"ENSG00000257950.3",18,23,20,19,34,15
"ENSG00000257951.2",0,0,0,2,0,1
"ENSG00000257953.1",1,0,0,0,0,0
"ENSG00000257954.1",1,0,2,2,2,1
"ENSG00000257955.1",0,0,0,0,0,0
"ENSG00000257956.1",0,0,0,0,0,0
"ENSG00000257957.1",0,0,0,0,1,1
"ENSG00000257958.1",0,0,0,0,0,0
"ENSG00000257959.1",0,0,0,0,0,0
"ENSG00000257962.1",0,0,0,0,0,0
"ENSG00000257964.1",1,1,1,0,3,2
"ENSG00000257966.1",1,1,0,2,7,3
"ENSG00000257976.1",0,0,0,0,0,0
"ENSG00000257979.1",0,0,0,0,0,0
"ENSG00000257985.1",0,0,0,0,0,0
"ENSG00000257986.3",0,0,1,0,0,0
"ENSG00000257987.6",4,2,0,0,3,0
"ENSG00000257989.1",0,0,0,0,0,0
"ENSG00000257991.1",0,0,0,0,0,0
"ENSG00000257994.1",0,0,0,0,0,0
"ENSG00000257995.1",0,0,0,0,0,0
"ENSG00000257997.5",0,0,0,0,0,0
"ENSG00000257998.1",0,0,0,0,0,0
"ENSG00000258001.1",0,0,0,0,0,0
"ENSG00000258007.1",0,0,0,0,0,0
"ENSG00000258010.4",0,0,0,0,0,0
"ENSG00000258011.2",0,0,1,0,1,0
"ENSG00000258012.1",1,0,0,0,1,1
"ENSG00000258013.2",0,0,0,0,0,0
"ENSG00000258016.1",0,0,0,0,0,0
"ENSG00000258017.3",57,67,60,56,121,101
"ENSG00000258018.2",0,0,0,0,0,0
"ENSG00000258021.1",0,0,0,0,0,0
"ENSG00000258024.1",0,2,0,0,0,0
"ENSG00000258026.2",0,0,0,0,0,0
"ENSG00000258027.2",0,0,0,0,0,0
"ENSG00000258028.3",0,0,0,0,0,0
"ENSG00000258033.1",0,0,1,0,0,0
"ENSG00000258034.1",0,0,0,0,0,0
"ENSG00000258035.2",0,0,0,0,0,0
"ENSG00000258036.2",0,0,0,0,0,0
"ENSG00000258038.6",0,0,0,3,0,0
"ENSG00000258039.2",0,0,0,0,0,0
"ENSG00000258044.1",0,0,0,0,0,0
"ENSG00000258045.2",2,2,0,1,0,1
"ENSG00000258048.1",0,0,0,0,0,0
"ENSG00000258050.2",0,0,0,0,1,0
"ENSG00000258051.1",0,0,0,0,0,0
"ENSG00000258052.1",0,0,0,0,0,0
"ENSG00000258053.1",3,3,10,4,5,3
"ENSG00000258056.3",21,25,24,38,14,25
"ENSG00000258057.6",6,12,3,2,7,0
"ENSG00000258064.1",0,0,0,0,0,0
"ENSG00000258065.1",0,0,0,0,0,0
"ENSG00000258066.1",0,0,0,0,0,0
"ENSG00000258068.2",0,0,0,0,0,0
"ENSG00000258071.1",0,0,0,0,0,0
"ENSG00000258072.1",0,0,0,1,0,0
"ENSG00000258073.1",0,0,0,0,0,0
"ENSG00000258074.1",0,0,0,0,0,0
"ENSG00000258076.1",0,0,0,0,0,0
"ENSG00000258077.2",0,0,5,0,1,0
"ENSG00000258080.1",2,0,0,0,0,1
"ENSG00000258081.4",0,0,0,0,1,1
"ENSG00000258082.2",0,1,0,0,0,1
"ENSG00000258083.2",0,0,0,0,0,3
"ENSG00000258084.6",0,0,0,0,0,0
"ENSG00000258086.1",0,0,0,0,0,0
"ENSG00000258088.1",0,0,0,0,0,0
"ENSG00000258090.1",0,0,0,0,0,1
"ENSG00000258091.1",0,0,0,0,0,2
"ENSG00000258092.1",0,0,0,0,0,0
"ENSG00000258096.1",0,0,0,0,0,0
"ENSG00000258098.2",0,0,0,0,0,0
"ENSG00000258099.1",3,4,0,1,5,4
"ENSG00000258100.3",1,0,0,0,0,0
"ENSG00000258101.2",0,2,3,1,2,0
"ENSG00000258102.5",44,39,42,46,30,38
"ENSG00000258104.1",0,0,0,0,0,0
"ENSG00000258107.3",0,0,0,0,0,0
"ENSG00000258108.2",0,0,0,0,0,0
"ENSG00000258111.1",0,0,0,0,0,0
"ENSG00000258112.1",0,0,0,0,0,0
"ENSG00000258114.1",0,0,0,0,0,0
"ENSG00000258115.1",0,0,0,0,0,0
"ENSG00000258116.1",1,3,0,0,1,3
"ENSG00000258117.2",0,0,0,0,0,0
"ENSG00000258118.1",0,0,0,0,0,0
"ENSG00000258119.1",0,0,0,0,0,0
"ENSG00000258120.2",0,0,0,0,0,0
"ENSG00000258121.1",0,0,0,0,0,0
"ENSG00000258122.1",2,0,2,0,0,0
"ENSG00000258123.1",3,1,1,0,5,1
"ENSG00000258125.1",0,0,0,0,0,0
"ENSG00000258128.2",0,0,0,0,1,52
"ENSG00000258130.8",15,20,25,62,37,44
"ENSG00000258131.1",0,0,0,0,0,0
"ENSG00000258133.1",0,0,0,0,0,0
"ENSG00000258134.1",0,0,0,0,0,0
"ENSG00000258135.5",0,0,0,0,0,0
"ENSG00000258136.2",0,2,0,0,1,0
"ENSG00000258137.6",0,0,0,0,0,0
"ENSG00000258140.2",0,0,0,0,0,0
"ENSG00000258142.2",0,0,0,0,0,0
"ENSG00000258144.2",0,0,0,0,0,0
"ENSG00000258148.2",0,0,0,0,0,0
"ENSG00000258150.6",1,1,0,13,0,0
"ENSG00000258153.1",0,0,0,0,0,0
"ENSG00000258154.2",0,0,0,0,0,0
"ENSG00000258159.1",0,0,0,0,0,0
"ENSG00000258162.4",0,0,0,0,0,0
"ENSG00000258167.1",0,0,0,0,0,0
"ENSG00000258168.6",3,1,1,0,10,6
"ENSG00000258169.1",6,3,13,4,11,23
"ENSG00000258170.1",0,0,0,0,0,0
"ENSG00000258171.2",0,0,0,0,0,0
"ENSG00000258172.1",0,0,0,0,0,0
"ENSG00000258173.1",0,0,0,0,0,0
"ENSG00000258175.1",0,0,0,0,0,0
"ENSG00000258177.1",1,0,0,0,0,0
"ENSG00000258178.1",0,0,0,0,0,0
"ENSG00000258179.1",0,0,0,0,0,0
"ENSG00000258181.1",0,0,0,0,0,0
"ENSG00000258183.6",0,0,0,0,1,0
"ENSG00000258184.1",0,0,0,0,0,0
"ENSG00000258185.2",0,0,0,0,0,0
"ENSG00000258186.2",0,0,0,0,0,0
"ENSG00000258193.1",0,0,0,0,0,0
"ENSG00000258196.1",0,0,0,0,0,0
"ENSG00000258197.1",0,0,0,0,0,0
"ENSG00000258199.1",0,0,0,0,0,2
"ENSG00000258202.1",0,0,0,0,0,0
"ENSG00000258203.5",0,0,0,0,0,0
"ENSG00000258204.1",0,0,0,0,0,0
"ENSG00000258205.1",0,0,0,0,0,0
"ENSG00000258206.1",0,0,0,0,0,0
"ENSG00000258210.1",0,2,0,0,16,7
"ENSG00000258212.1",0,0,0,0,0,0
"ENSG00000258214.1",0,0,0,0,0,0
"ENSG00000258215.1",0,0,0,0,0,0
"ENSG00000258216.7",0,0,2,0,0,0
"ENSG00000258220.1",0,0,0,0,0,0
"ENSG00000258223.6",0,0,0,0,3,0
"ENSG00000258224.1",0,0,0,0,0,0
"ENSG00000258225.1",0,0,0,0,0,0
"ENSG00000258227.7",0,0,0,0,0,0
"ENSG00000258230.2",1,0,0,0,3,0
"ENSG00000258231.5",2,0,0,0,0,0
"ENSG00000258232.2",16,26,13,8,386,22
"ENSG00000258233.1",0,0,1,0,0,0
"ENSG00000258234.1",0,0,0,0,0,0
"ENSG00000258235.1",0,0,0,0,0,0
"ENSG00000258239.1",0,0,0,0,0,0
"ENSG00000258240.6",0,0,0,0,0,1
"ENSG00000258244.1",0,0,0,0,0,0
"ENSG00000258245.1",0,0,1,1,1,1
"ENSG00000258249.1",0,0,0,0,0,0
"ENSG00000258251.1",0,0,0,0,0,0
"ENSG00000258253.1",0,0,0,0,0,0
"ENSG00000258254.1",0,0,0,0,0,0
"ENSG00000258256.1",3,0,2,2,2,1
"ENSG00000258260.1",0,0,0,0,0,0
"ENSG00000258262.1",0,0,0,0,0,0
"ENSG00000258265.1",0,0,0,0,0,0
"ENSG00000258271.1",0,0,0,0,0,0
"ENSG00000258272.1",0,0,0,0,0,0
"ENSG00000258273.1",0,0,0,0,0,0
"ENSG00000258274.1",0,0,0,0,0,0
"ENSG00000258275.1",0,0,0,0,0,0
"ENSG00000258278.2",0,0,0,0,0,0
"ENSG00000258279.4",0,0,0,3,0,0
"ENSG00000258282.2",0,0,0,0,0,0
"ENSG00000258283.1",0,1,0,0,0,0
"ENSG00000258284.1",0,0,1,0,0,2
"ENSG00000258285.1",3,1,0,1,0,2
"ENSG00000258288.1",0,0,0,0,0,0
"ENSG00000258289.10",1435,1372,1339,1056,1228,1958
"ENSG00000258290.1",0,0,0,0,0,0
"ENSG00000258292.1",0,0,0,0,0,0
"ENSG00000258294.5",0,0,0,0,0,0
"ENSG00000258300.2",0,0,0,0,0,0
"ENSG00000258301.3",49,50,76,50,89,94
"ENSG00000258302.2",8,8,18,4,20,39
"ENSG00000258303.1",0,0,4,4,3,0
"ENSG00000258304.1",0,0,0,0,0,0
"ENSG00000258308.6",0,1,0,0,0,0
"ENSG00000258311.5",23,27,9,18,54,41
"ENSG00000258312.1",0,0,0,0,0,0
"ENSG00000258313.1",0,0,0,0,0,0
"ENSG00000258314.3",0,0,0,3,3,1
"ENSG00000258315.5",59,36,53,743,78,72
"ENSG00000258316.1",1,0,0,0,3,0
"ENSG00000258317.1",2,1,3,0,1,2
"ENSG00000258320.1",0,0,0,0,0,0
"ENSG00000258323.1",0,1,0,0,3,0
"ENSG00000258324.2",0,0,0,0,0,0
"ENSG00000258325.2",4,13,6,0,1,11
"ENSG00000258331.1",0,0,0,0,0,0
"ENSG00000258332.3",0,0,0,0,3,0
"ENSG00000258334.1",0,0,0,0,0,0
"ENSG00000258336.2",0,0,0,0,0,0
"ENSG00000258337.1",0,0,0,0,0,0
"ENSG00000258338.1",0,0,0,0,0,0
"ENSG00000258342.3",0,0,0,0,0,0
"ENSG00000258343.2",0,0,0,1,0,3
"ENSG00000258344.1",0,0,0,0,1,0
"ENSG00000258345.1",0,0,0,0,0,0
"ENSG00000258346.1",0,0,0,0,0,0
"ENSG00000258350.1",0,0,0,0,0,0
"ENSG00000258352.1",0,0,0,0,0,2
"ENSG00000258354.1",8,6,8,8,14,0
"ENSG00000258355.1",0,0,0,0,2,0
"ENSG00000258357.1",2,0,0,0,0,0
"ENSG00000258358.2",0,0,0,0,0,0
"ENSG00000258359.1",4,5,3,6,6,1
"ENSG00000258360.1",0,0,0,0,0,0
"ENSG00000258364.1",0,0,0,0,0,0
"ENSG00000258365.1",9,4,7,7,27,20
"ENSG00000258366.11",188,159,129,218,348,134
"ENSG00000258367.2",0,0,0,0,0,0
"ENSG00000258368.2",0,0,0,0,0,0
"ENSG00000258369.1",0,0,0,0,0,0
"ENSG00000258373.1",0,0,0,0,0,0
"ENSG00000258375.2",0,0,0,0,0,0
"ENSG00000258376.2",0,0,0,1,6,16
"ENSG00000258377.1",10,9,13,10,4,9
"ENSG00000258378.1",0,0,2,0,0,0
"ENSG00000258379.1",0,0,0,0,0,0
"ENSG00000258380.1",0,0,0,0,0,0
"ENSG00000258381.1",0,0,0,0,0,0
"ENSG00000258383.1",0,0,0,0,0,0
"ENSG00000258384.1",1,1,3,0,3,4
"ENSG00000258385.1",0,0,0,0,0,0
"ENSG00000258386.1",0,0,0,0,0,0
"ENSG00000258387.1",0,0,0,0,0,0
"ENSG00000258388.7",105,66,104,21,90,112
"ENSG00000258390.2",0,0,2,0,0,0
"ENSG00000258392.1",0,0,0,0,0,0
"ENSG00000258393.1",0,0,0,0,0,0
"ENSG00000258394.1",0,0,0,0,0,0
"ENSG00000258397.1",0,0,0,0,0,0
"ENSG00000258399.7",0,0,0,0,0,0
"ENSG00000258400.1",0,0,0,0,0,0
"ENSG00000258401.1",0,0,0,0,0,0
"ENSG00000258402.1",0,0,0,0,0,0
"ENSG00000258404.1",3,3,0,1,4,1
"ENSG00000258405.11",5,9,3,1,6,5
"ENSG00000258406.1",0,0,0,0,0,0
"ENSG00000258407.1",0,0,0,0,0,0
"ENSG00000258408.1",0,0,0,0,0,0
"ENSG00000258410.1",10,8,7,8,11,23
"ENSG00000258411.2",0,0,0,0,0,0
"ENSG00000258412.1",0,0,0,0,0,1
"ENSG00000258413.2",0,0,0,1,0,0
"ENSG00000258414.1",0,0,0,2,1,0
"ENSG00000258415.2",0,0,0,0,0,0
"ENSG00000258416.1",0,0,0,0,0,0
"ENSG00000258417.3",0,0,0,0,0,0
"ENSG00000258419.1",0,0,0,0,0,0
"ENSG00000258420.1",0,0,0,0,0,0
"ENSG00000258421.2",0,0,0,0,0,0
"ENSG00000258422.5",0,1,1,0,0,0
"ENSG00000258423.1",0,0,0,0,0,0
"ENSG00000258424.1",2,0,0,0,2,0
"ENSG00000258425.1",0,0,0,0,0,0
"ENSG00000258426.1",0,0,0,0,0,0
"ENSG00000258427.3",0,0,0,0,0,0
"ENSG00000258428.5",0,0,0,0,0,0
"ENSG00000258429.2",108,93,50,113,126,99
"ENSG00000258430.1",0,0,0,3,0,0
"ENSG00000258431.1",0,0,0,0,0,0
"ENSG00000258433.2",0,0,0,0,2,0
"ENSG00000258435.1",0,0,0,0,0,0
"ENSG00000258436.1",0,0,0,0,0,0
"ENSG00000258437.1",0,0,0,0,0,0
"ENSG00000258438.3",0,0,0,0,0,0
"ENSG00000258439.1",0,0,0,0,2,0
"ENSG00000258440.1",0,0,0,0,0,0
"ENSG00000258441.1",148,92,99,88,158,201
"ENSG00000258443.1",0,0,0,0,3,0
"ENSG00000258444.1",0,0,0,0,0,0
"ENSG00000258445.3",0,2,1,0,4,0
"ENSG00000258446.1",5,3,2,0,0,1
"ENSG00000258448.1",0,0,0,0,0,0
"ENSG00000258449.1",0,0,0,0,0,0
"ENSG00000258450.1",1,3,0,0,1,0
"ENSG00000258451.1",0,0,0,0,0,0
"ENSG00000258452.1",0,0,0,0,0,0
"ENSG00000258453.3",0,0,0,0,0,0
"ENSG00000258454.1",0,0,0,1,1,0
"ENSG00000258455.1",0,0,0,0,0,0
"ENSG00000258456.2",0,0,0,0,0,0
"ENSG00000258457.5",2,8,2,8,23,13
"ENSG00000258458.8",2,3,8,5,5,11
"ENSG00000258459.1",0,0,0,0,0,0
"ENSG00000258460.3",0,0,0,0,0,0
"ENSG00000258461.5",70,52,36,40,41,55
